"","Group.1","population_size","parent_size","rank","mutation_variation","score"
"695",695,253,244,1.4443057696335,0.444056217558682,0.00293020985481892
"263",263,280,182,1.84699768363498,0.0225996603257954,0.00285894706794947
"23",23,159,296,1.92857403680682,0.265894875396043,0.0028508580532999
"43",43,157,254,1.74749950040132,0.1630911011016,0.00281913707670273
"16",16,275,96,1.64387085242197,0.303028589114547,0.00281908297503874
"817",817,180,280,1.85880989395082,0.423030707286671,0.00279506093866514
"139",139,228,82,1.39436100865714,0.452429019380361,0.00278766822435848
"74",74,145,140,1.0312222444918,0.128794762422331,0.00276225546027267
"412",412,55,94,1.50090991426259,0.0839544686023146,0.00275033072288539
"156",156,157,208,1.9990396425128,0.465958915185183,0.00273309355505778
"243",243,152,80,1.81592936231755,0.125797498505563,0.0027313525414557
"622",622,158,110,1.52010971284471,0.38735499244649,0.00272845874929898
"932",932,270,144,1.00762905133888,0.0459951531374827,0.0026888042439861
"777",777,295,116,1.21246463316493,0.0432596562895924,0.00268793756917231
"352",352,115,214,1.35843265592121,0.125660245772451,0.00268351755041327
"407",407,179,198,1.40218652528711,0.447982863523066,0.00267758901304102
"257",257,102,194,1.62059058714658,0.269304627086967,0.00265622273812286
"87",87,129,220,1.39910006965511,0.383099988801405,0.00264830130298709
"997",997,182,142,1.88776378473267,0.144008179777302,0.00257918457305361
"252",252,117,38,1.23932885983959,0.0306083218893036,0.00257829605522435
"747",747,116,136,1.30248107248917,0.360430022119544,0.00256546925149949
"350",350,159,2,1.27636418608017,0.263787157367915,0.00255818917183787
"269",269,118,174,1.34283919679001,0.467074809945188,0.0025421029399751
"235",235,133,262,1.57950835721567,0.0651730400277302,0.00253649840276632
"153",153,262,156,1.42830114183016,0.166377592948265,0.00251399457571627
"308",308,162,276,1.63116289931349,0.234567820793018,0.00250818651399105
"749",749,94,114,1.59763123700395,0.158278326736763,0.00250378196882774
"684",684,193,260,1.50586516153999,0.0250063820276409,0.00250237917773303
"57",57,127,212,1.83324807696044,0.412526243017055,0.00248753020120137
"258",258,152,154,1.46246853307821,0.278363709920086,0.00242734310087777
"966",966,62,100,1.0448287401814,0.16745579871349,0.00241856711399041
"474",474,122,74,1.56244831159711,0.282439275295474,0.0024103572681317
"248",248,247,222,1.42081621685065,0.388006277033128,0.00233647046308871
"549",549,82,132,1.55146064516157,0.312747122487053,0.00230543850073635
"759",759,154,80,1.9691179448273,0.239235019194894,0.00229251784190151
"58",58,260,106,1.28395616682246,0.0323384292423725,0.00229092793548629
"429",429,235,206,1.78019024734385,0.196774670272134,0.00228793168365912
"320",320,247,50,1.63070816243999,0.341080033103935,0.00223962645230105
"286",286,263,212,1.29752002679743,0.0951869130367413,0.00223669673735094
"950",950,206,280,1.13200575602241,0.486837214324623,0.00222498643568567
"788",788,276,106,1.82052960852161,0.454850642476231,0.00219613563955721
"934",934,280,238,1.35275184875354,0.156865638447925,0.00219022430638277
"956",956,129,210,1.46421874989755,0.325441139983013,0.00218724752796574
"378",378,186,140,1.83284185640514,0.260170888155699,0.00217673765502882
"901",901,284,230,1.35178442811593,0.168498956016265,0.00216991843321411
"108",108,107,146,1.29531056620181,0.204511994961649,0.00216026515749069
"623",623,251,4,1.06864454667084,0.215027860831469,0.0021366681768492
"532",532,147,162,1.24892435525544,0.307725773658603,0.00213657129658844
"266",266,33,36,1.68872195016593,0.0238129120552912,0.00210788819319381
"840",840,246,206,1.51734293159097,0.171049055759795,0.00206218923751456
"389",389,116,104,1.18211631360464,0.280558707658201,0.00202546195134622
"531",531,187,238,1.86701003578492,0.396401816280559,0.00201822396529536
"307",307,131,248,1.25707824970596,0.0505297456402332,0.00201408235539883
"475",475,296,54,1.45667047100142,0.263633742113598,0.00199793120740176
"172",172,184,122,1.92124581779353,0.319587144884281,0.0019979078863065
"568",568,135,26,1.42796332016587,0.307361955405213,0.00197081950663059
"53",53,193,252,1.10334153030999,0.364867891417816,0.00196370478997166
"785",785,212,122,1.81732383137569,0.267660886980593,0.00195908698893235
"731",731,279,242,1.46728975977749,0.273622494307347,0.00192786880622135
"860",860,235,240,1.82480470789596,0.34976483869832,0.00192685953705086
"294",294,83,16,1.84671112289652,0.358884701505303,0.0019113088232716
"290",290,264,96,1.42021997855045,0.433424625312909,0.0018987259400142
"20",20,187,110,1.5927251027897,0.147526490967721,0.00189728299763809
"790",790,280,212,1.22426358261146,0.114440180244856,0.00188818404989019
"227",227,260,300,1.73235711897723,0.0755773728014901,0.0018342099321018
"877",877,163,204,1.24228111468256,0.307549471734092,0.00180345389449441
"489",489,180,196,1.11458240449429,0.138643231941387,0.00178747780886736
"510",510,194,168,1.86927638668567,0.31765781075228,0.00176752240583035
"79",79,210,268,1.88830467546359,0.274822994484566,0.00175765190624138
"925",925,286,144,1.68683479330502,0.0401427519973367,0.00175717530940819
"738",738,232,128,1.91653433907777,0.356627363478765,0.00175692452324868
"718",718,243,158,1.88003204483539,0.345077904057689,0.00175285702524721
"837",837,184,240,1.3709198362194,0.344653869862668,0.00174649696980832
"88",88,197,202,1.70909379026853,0.269460839452222,0.00171656472172297
"103",103,94,112,1.7629487963859,0.295050769578665,0.00169631810068505
"628",628,164,220,1.63434551656246,0.187860656529665,0.00169308055041693
"546",546,230,22,1.38739171950147,0.434606520575471,0.00169017970602581
"639",639,213,26,1.82230274309404,0.0767563182162121,0.00167324245702006
"734",734,264,246,1.57211125059985,0.264461619779468,0.00167123628189582
"70",70,238,196,1.74389454070479,0.445436847629026,0.00165285708673374
"316",316,114,166,1.9401682568714,0.0953484030906111,0.00163994115483292
"713",713,238,222,1.97317038779147,0.146975179784931,0.00163825083310387
"382",382,221,292,1.60815474297851,0.487418155185878,0.0016233334997237
"245",245,93,150,1.1207069538068,0.359933295636438,0.00158215814703544
"642",642,140,212,1.25662211934105,0.385820779716596,0.00158047621156044
"859",859,147,270,1.96662173047662,0.0323209246853366,0.00157260070478057
"815",815,186,156,1.52913121995516,0.189165120129474,0.00156689506524173
"495",495,208,294,1.66278541111387,0.14303178829141,0.00155182205608412
"451",451,288,262,1.66541291633621,0.251567835570313,0.00154488858756508
"603",603,131,162,1.47756830579601,0.449165484169498,0.00149531088269409
"689",689,223,208,1.63645246182568,0.0534474618034437,0.0014907586974386
"899",899,269,172,1.76494764140807,0.0975421462208033,0.00148497828881882
"213",213,115,152,1.4589978705626,0.0437772307777777,0.00147580742028746
"347",347,164,252,1.78015726897866,0.417974897311069,0.00146198397090464
"981",981,178,186,1.44570443080738,0.396990367560647,0.0014594844767653
"97",97,231,38,1.38811254454777,0.144431702094153,0.00145657542556903
"409",409,244,126,1.44656204152852,0.376675486331806,0.00145423803307897
"490",490,275,126,1.92932321480475,0.465840755263343,0.00145394815193349
"56",56,110,118,1.75700505287386,0.451243505231105,0.00144820967666808
"591",591,186,138,1.24569416209124,0.181120723369531,0.00141856172885158
"432",432,185,98,1.64888361631893,0.2681877494324,0.00140223158231352
"830",830,227,300,1.6416117856279,0.182226515258662,0.00139700320175446
"638",638,89,34,1.05177124543115,0.268525091698393,0.00139481842907236
"516",516,223,212,1.5517942502629,0.109163342276588,0.00139365223095437
"562",562,133,130,1.57386212260462,0.104889825452119,0.00138216872020679
"324",324,163,208,1.54200236289762,0.498978706891648,0.00137342854231512
"413",413,94,162,1.24956667702645,0.318117777118459,0.00137167673909863
"470",470,172,246,1.11358658690006,0.322942079044878,0.00136620073504205
"55",55,94,6,1.15899015730247,0.132605335442349,0.00135013070083465
"543",543,292,166,1.24173483531922,0.19239710981492,0.00133838019838139
"85",85,285,202,1.09776320192032,0.00145606568548828,0.00131317839288907
"357",357,173,74,1.9363168773707,0.088457333506085,0.00129108415098722
"419",419,211,270,1.69785089441575,0.0143635621061549,0.00128701066681527
"383",383,245,210,1.99370042979717,0.337606758461334,0.00128065185842942
"204",204,269,216,1.57963923946954,0.293351415893994,0.00128061682909512
"142",142,283,298,1.06829624297097,0.00959031062666327,0.00126467202826244
"147",147,214,14,1.70498041366227,0.186265122145414,0.00124537909678783
"311",311,179,32,1.69740110496059,0.405007067020051,0.00123346712060474
"337",337,120,238,1.33736840821803,0.406658282969147,0.00122434348066205
"873",873,236,262,1.60662044445053,0.140813987003639,0.00121572200997454
"494",494,194,186,1.68346986174583,0.0806417212588713,0.00120084508569189
"364",364,293,206,1.31476384913549,0.00754026626236737,0.00119492480393664
"255",255,145,232,1.39064231677912,0.126117469510064,0.00119485794418874
"502",502,226,194,1.49846115196124,0.362471222528256,0.00117813242421864
"754",754,193,78,1.85551886819303,0.218703041085973,0.00117135351656795
"62",62,293,238,1.34562423708849,0.390845220070332,0.00116850842075169
"50",50,163,234,1.82474393909797,0.250191177241504,0.00116743118707919
"281",281,290,64,1.25285436864942,0.254162125405855,0.00116180724199938
"440",440,232,22,1.29315629438497,0.00964166352059692,0.00115249918052985
"387",387,106,170,1.01750471326523,0.370817743940279,0.00115213916342934
"544",544,274,276,1.59359189169481,0.308733621961437,0.00115181149930424
"167",167,175,108,1.74722789297812,0.151284977444448,0.00114677216074039
"929",929,152,104,1.66328682284802,0.468139881966636,0.00114585557916872
"688",688,199,100,1.14791351743042,0.382711803074926,0.00113892427266237
"683",683,195,250,1.04638348799199,0.00298088963609189,0.00113728412514075
"566",566,189,182,1.96147494693287,0.375621542450972,0.00112655280473116
"575",575,256,120,1.58526096749119,0.146705843158998,0.00112647610216684
"693",693,180,188,1.26615757960826,0.434103235136718,0.00112450651607596
"783",783,204,256,1.46820021653548,0.401195878628641,0.00112347552896307
"858",858,103,58,1.93893340672366,0.101453962503001,0.0011102195757356
"91",91,241,184,1.59938002959825,0.0858224763069302,0.00109619697533935
"179",179,127,94,1.3534144430887,0.267478377791122,0.00108765458803098
"200",200,228,202,1.72943795262836,0.385807408601977,0.00108746864574917
"975",975,108,118,1.59913496114314,0.0361739727668464,0.00108469223441799
"961",961,277,238,1.73620791453868,0.367311721085571,0.00107145705340416
"176",176,183,188,1.54984131711535,0.0604097943287343,0.00106911817121049
"530",530,205,58,1.62144696712494,0.292002163478173,0.00106540374211489
"655",655,269,92,1.27525156945921,0.0490192198194563,0.00106383718109507
"550",550,156,104,1.77008491568267,0.0109492304036394,0.00105920876101849
"621",621,285,276,1.07026841980405,0.0564224347472191,0.00105285497468627
"675",675,104,110,1.08995507191867,0.173691596603021,0.00104934254261031
"411",411,114,2,1.62881927285343,0.401893369853497,0.0010438331179105
"96",96,112,44,1.74556734133512,0.24746843171306,0.00103950329002833
"648",648,108,74,1.1040499699302,0.0412590644555166,0.00103499591740675
"523",523,284,286,1.58686968823895,0.239830184727907,0.00101997047367383
"930",930,233,154,1.43335105851293,0.45136808801908,0.0010130125797079
"164",164,218,178,1.30951011367142,0.230866810190491,0.00100471724747639
"806",806,194,42,1.90748594747856,0.186506542959251,0.00100210058889405
"752",752,284,148,1.32241338538006,0.0428526026662439,0.00100184957159912
"662",662,265,134,1.67209766246378,0.189499941072427,0.000999749704199079
"634",634,246,88,1.93011716846377,0.0139703385066241,0.000984297453760118
"753",753,275,254,1.51364344381727,0.163933938019909,0.000978650526402127
"340",340,266,190,1.96136161033064,0.170919258496724,0.000975051601592925
"373",373,86,160,1.16398264910094,0.348493829718791,0.000973142775757695
"563",563,109,164,1.1907535570208,0.272001530276611,0.000969604071107514
"660",660,284,274,1.36643164302222,0.259766295785084,0.00096753733087326
"797",797,278,202,1.82689951383509,0.464646360604092,0.000965103173027601
"696",696,211,298,1.36580928252079,0.0391731881536543,0.000964373744749501
"67",67,125,156,1.24535684054717,0.161656177719124,0.000960038663984777
"537",537,159,88,1.14897587802261,0.423407722497359,0.000959771387586238
"632",632,280,260,1.10670454567298,0.0829725373769179,0.000959359449738723
"970",970,270,202,1.91215486335568,0.350825120112859,0.000953988450644778
"221",221,200,106,1.61798411188647,0.16790005157236,0.000951171766811916
"265",265,282,20,1.49516899744049,0.249521477846429,0.000941074799999952
"426",426,244,96,1.96982995630242,0.469022770761512,0.000939280312364844
"812",812,269,184,1.69622384128161,0.0441838728729635,0.00093889463260161
"3",3,238,254,1.81910448451526,0.125147677841596,0.000925027216172225
"128",128,180,42,1.37527791922912,0.372823905199766,0.000922869973311132
"18",18,288,282,1.03231143718585,0.412433977122419,0.000913926524200295
"437",437,162,300,1.80712796025909,0.317203915095888,0.000912490332037182
"40",40,299,228,1.71681152819656,0.344579308992252,0.000910647681551077
"847",847,257,100,1.7723275211174,0.299947414081544,0.000906545755032991
"926",926,142,166,1.42903826432303,0.254204493830912,0.000903934646935711
"585",585,290,54,1.73735560895875,0.362402372993529,0.000902683066231692
"113",113,100,134,1.47111219516955,0.276863220147789,0.000900767806254617
"241",241,142,220,1.76942224055529,0.416535244672559,0.000886266211413812
"493",493,125,206,1.20640566223301,0.490134225925431,0.000882984351346706
"327",327,211,126,1.56697176350281,0.191315849428065,0.000874407311459686
"104",104,254,272,1.43512618984096,0.410472906311043,0.000873517845753977
"654",654,291,232,1.11779891490005,0.412652974016964,0.000871272739657622
"168",168,291,220,1.13336198148318,0.245435496908613,0.000870658475639185
"750",750,216,142,1.60192390857264,0.0082536501577124,0.000865013389880994
"129",129,252,170,1.32974595716223,0.495054029393941,0.000863482379874681
"690",690,276,224,1.32952971383929,0.0852531839627773,0.000859048697081024
"606",606,245,286,1.08660945016891,0.234877297538333,0.000853882099858769
"386",386,289,266,1.32384593691677,0.00426771398633718,0.000851735931632736
"608",608,171,270,1.02176613500342,0.47424937330652,0.000851374875225748
"226",226,30,56,1.87630184926093,0.284751387545839,0.00084657089006845
"408",408,246,214,1.57840147474781,0.200091077480465,0.00084655479646199
"525",525,266,164,1.85837919823825,0.43813108431641,0.000844711933602048
"791",791,226,202,1.96308304974809,0.1523538895417,0.0008361206669808
"614",614,261,112,1.27832830045372,0.468809783807956,0.000835805170057832
"239",239,215,26,1.34625292685814,0.423079004394822,0.000831254068380006
"403",403,182,204,1.48076241207309,0.146619329461828,0.000825308246369358
"880",880,144,118,1.69481055787764,0.418438435415737,0.000822433202679999
"90",90,279,262,1.83642773819156,0.468478686874732,0.000822184896167631
"776",776,278,282,1.55215137824416,0.436718652257696,0.000818869995758568
"25",25,204,262,1.25904081203043,0.346614824724384,0.000800073130869983
"478",478,263,272,1.69288649805821,0.143298978451639,0.000798848036527506
"679",679,154,78,1.22018263535574,0.438741484074853,0.000798008136390849
"987",987,171,98,1.3424761928618,0.462382636149414,0.000795043071428179
"19",19,121,170,1.08604771853425,0.313828521990217,0.000789682228448502
"305",305,227,122,1.05651686782949,0.103790664114058,0.000788009257965291
"460",460,266,270,1.37430074228905,0.17089227004908,0.00078781778998494
"676",676,49,34,1.14165977016091,0.157922961632721,0.000785475639482701
"233",233,131,88,1.01774149644189,0.0182795285945758,0.000779160789983162
"588",588,280,12,1.23556283931248,0.159237379324622,0.000774849233544977
"802",802,119,200,1.19467739365064,0.0378800727194175,0.000766476795152755
"907",907,162,226,1.17579669458792,0.057037066668272,0.000765352925347143
"154",154,224,276,1.49317953386344,0.454203492146917,0.000763679710653124
"115",115,119,20,1.74955936637707,0.368318153196014,0.000753453454555218
"435",435,194,180,1.60640383325517,0.239259795867838,0.000741691307512151
"60",60,257,106,1.88812201912515,0.354659674689174,0.000740548683971952
"590",590,230,224,1.06046178820543,0.102489578886889,0.000732382376643872
"668",668,275,264,1.57338914251886,0.254903777502477,0.000728446146395104
"157",157,293,122,1.50114743411541,0.335979438386858,0.000720618441713097
"165",165,276,280,1.04595764447004,0.31946767156478,0.000704052306299185
"504",504,171,74,1.11596689722501,0.372945990995504,0.000700917435409694
"398",398,265,148,1.39639242738485,0.0734879932133481,0.000693107312018226
"405",405,164,156,1.58151625283062,0.102298218407668,0.00067799197784094
"736",736,216,170,1.5031876123976,0.174120261915959,0.000673006596012071
"76",76,297,22,1.37509743636474,0.144589122268371,0.000669829037294862
"146",146,186,284,1.12096535321325,0.191210957942531,0.000669606160520473
"285",285,232,162,1.8037494525779,0.265210983809084,0.00065437377151338
"775",775,192,4,1.27265722746961,0.462958156131208,0.000635354045445159
"424",424,267,82,1.57253770995885,0.0761197254760191,0.00063101215179634
"601",601,189,64,1.88639738899656,0.231259445776232,0.00062990256382009
"964",964,228,272,1.29984301538207,0.274888306972571,0.000610679360874958
"159",159,201,192,1.4749877715949,0.480903935385868,0.000609586871511801
"864",864,234,60,1.98652597749606,0.0673018413363025,0.000599296982042913
"273",273,295,86,1.98084818408825,0.357911219005473,0.000597771836417952
"37",37,134,216,1.72509050951339,0.275147899752483,0.000597236214555649
"401",401,149,104,1.7320452646818,0.347371779265814,0.000585210302642347
"461",461,248,104,1.87277691997588,0.499536020332016,0.000575325324368162
"848",848,175,288,1.87057066196576,0.458990986691788,0.000574190092963369
"779",779,98,194,1.95687983836979,0.150865493225865,0.000567115864400283
"727",727,126,130,1.18039318011142,0.148342403117567,0.000565215687071351
"209",209,269,68,1.13891090662219,0.362540661823004,0.000561313326101728
"505",505,246,140,1.00965156056918,0.305866668000817,0.000557856133203408
"229",229,156,134,1.0905726577621,0.180406471830793,0.000555439230707917
"521",521,210,272,1.16787776607089,0.148807928315364,0.000552735654868592
"238",238,171,204,1.16871526208706,0.144694180460647,0.000548688246456073
"617",617,119,44,1.32122158212587,0.270146792754531,0.000545391371901161
"592",592,138,36,1.16915737721138,0.125388521584682,0.000541667902537257
"985",985,145,272,1.64490948617458,0.390690025873482,0.000540543073396917
"656",656,198,246,1.31569381128065,0.0685140561545268,0.000535121625610934
"15",15,207,30,1.61005400842987,0.426607647095807,0.000533949812453197
"904",904,209,12,1.64525472163223,0.420594459865242,0.000533694100638965
"765",765,271,286,1.29183834302239,0.440956624806859,0.000531239866446519
"317",317,218,254,1.00024498603307,0.147997049265541,0.000520900747081878
"854",854,175,140,1.87487651198171,0.0416307799750939,0.000515175873323809
"868",868,130,218,1.30018711998127,0.0205561519833282,0.000515016352052831
"61",61,166,288,1.9826379311271,0.302629802259617,0.000513078572570746
"397",397,300,152,1.1483932021074,0.340871577616781,0.000512317137121772
"141",141,258,188,1.29818192706443,0.393020469811745,0.000504733615981693
"299",299,269,16,1.43593501159921,0.0456277888733894,0.000504337094082333
"216",216,114,204,1.83171316655353,0.193242955720052,0.000502525529863082
"512",512,146,254,1.45013329247013,0.424314805306494,0.000494921240633165
"368",368,286,64,1.39692299556918,0.19238929671701,0.000491384802347952
"133",133,217,296,1.11166239855811,0.0402106265537441,0.000490355616771915
"98",98,269,268,1.6403471454978,0.211745258769952,0.000486719431475115
"501",501,191,262,1.57771608233452,0.019913149997592,0.00048461170131605
"909",909,294,174,1.18775654421188,0.478047923650593,0.000478764725999455
"8",8,127,82,1.42000099038705,0.137055200641043,0.000478425158880923
"714",714,196,24,1.53263922827318,0.145408186130226,0.0004762485673663
"463",463,63,94,1.70790692395531,0.196136893820949,0.000476019062412725
"968",968,112,152,1.65496230986901,0.296744645340368,0.000475212198455923
"331",331,280,24,1.01350431935862,0.410157369682565,0.000474643177589802
"228",228,227,32,1.08082243148237,0.4275288709905,0.000473692394425024
"878",878,266,130,1.95881978934631,0.482943184208125,0.000472943376792157
"887",887,157,118,1.89303453918546,0.419297272805125,0.000468990498097416
"319",319,145,122,1.55030183610506,0.459894264349714,0.000468619441670173
"814",814,241,32,1.04208580357954,0.25890499947127,0.000466697865022693
"768",768,170,190,1.8519833276514,0.246593164280057,0.000466679980048981
"835",835,144,232,1.27532381378114,0.137907547759824,0.000465447589330614
"158",158,94,112,1.91524393158033,0.457418283680454,0.000465201353429487
"2",2,149,50,1.43354560644366,0.228391752811149,0.000458200408698758
"277",277,287,258,1.48077829740942,0.287495702272281,0.000456224577056932
"781",781,130,86,1.35380668775178,0.264079662272707,0.000454857914277807
"971",971,136,72,1.49809079198167,0.473537804558873,0.000447561819042135
"556",556,258,12,1.20314040547237,0.421004828182049,0.000447359555258368
"415",415,232,276,1.33461761078797,0.275311997509561,0.000442687374629272
"565",565,127,234,1.09292986756191,0.344538709730841,0.00044139970793657
"143",143,297,148,1.26395550696179,0.0952751311706379,0.000439304157542339
"996",996,161,210,1.85339523130096,0.450923060532659,0.000435884982408739
"816",816,259,98,1.04266886133701,0.0498219149885699,0.000435244196426348
"921",921,284,98,1.48584587825462,0.218557161279023,0.000432421992361651
"737",737,160,282,1.35770697589032,0.36114029714372,0.000431136367249205
"278",278,189,112,1.16785610141233,0.417435701936483,0.000427890255481094
"506",506,244,296,1.55027990508825,0.283073139493354,0.000422964500942159
"716",716,102,114,1.71085839439183,0.303060208796524,0.000422695465533296
"763",763,113,172,1.17355767893605,0.428082857164554,0.000415977735717301
"805",805,152,286,1.91303538298234,0.491255497094244,0.000410853850491873
"329",329,243,38,1.28068902320229,0.194858016679063,0.000403889149656585
"121",121,290,160,1.79577956860885,0.358537107473239,0.000394730514453158
"84",84,227,188,1.01093441876583,0.402828049031086,0.000382560183535012
"137",137,206,118,1.13640307635069,0.0368448669323698,0.000382320426639019
"852",852,206,160,1.57482252805494,0.0855745510198176,0.000376931705605022
"743",743,198,62,1.93143465160392,0.0182665312895551,0.000374987206941261
"94",94,207,24,1.97014960553497,0.21408350893762,0.000374927822705589
"919",919,208,226,1.45784816122614,0.082349015516229,0.000370634122697852
"434",434,228,78,1.76240307721309,0.172451546066441,0.000369106172815078
"117",117,260,52,1.5919735445641,0.33853821689263,0.000369098202833143
"888",888,191,42,1.4482859976124,0.347026333794929,0.000364435658451539
"4",4,228,68,1.36163188400678,0.258409637375735,0.000364114039422008
"947",947,250,214,1.6376899771858,0.281546959187835,0.000353990585147765
"809",809,257,86,1.89783463464119,0.159373950213194,0.000352877405038773
"396",396,278,82,1.71687209419906,0.0986943753669038,0.000352158439657939
"287",287,298,286,1.96910255262628,0.282562945387326,0.000351756733100158
"314",314,256,218,1.40588297857903,0.242420928319916,0.000351172028020006
"388",388,237,2,1.37052170676179,0.48695523024071,0.000349450341066887
"206",206,119,210,1.31783620151691,0.141672237077728,0.000348303674701201
"218",218,109,96,1.68894192017615,0.139716322766617,0.000346053378347596
"697",697,88,152,1.22366691892967,0.0999088891549036,0.000345971310993796
"38",38,194,294,1.00930372672155,0.34222222934477,0.000341650829934235
"507",507,88,148,1.79710368742235,0.294375522644259,0.000336937882349001
"9",9,288,30,1.25110216950998,0.341242832946591,0.000334062302966171
"702",702,133,10,1.73609250830486,0.487218322348781,0.000332947309498707
"223",223,240,88,1.21986045525409,0.190642824512906,0.000331094331531078
"390",390,235,154,1.38652699464001,0.00477276695892215,0.000321395821012859
