"","Group.1","population_size","parent_size","rank","mutation_variation","score"
"666",666,261,168,1.2059483085759,0.146927911555395,0.000320539573494982
"325",325,173,170,1.00037790811621,0.0777272696141154,0.000319285516650178
"627",627,49,86,1.49687046068721,0.0871738373534754,0.00031439361742413
"844",844,264,18,1.21663906029426,0.464209181838669,0.000311807906433997
"541",541,280,238,1.68538784561679,0.334926319192164,0.000307887479846864
"394",394,172,20,1.83391108573414,0.290593100944534,0.000306672304291845
"733",733,79,78,1.54691324010491,0.0845917832339182,0.000299359268330482
"673",673,198,286,1.52419189014472,0.133813396794721,0.000296390851285743
"185",185,229,34,1.45434619742446,0.357912207837217,0.000294365341492964
"851",851,171,4,1.76507917814888,0.102635178365745,0.000292608891402606
"923",923,201,110,1.36190901976079,0.317099282285199,0.000291649589564308
"222",222,269,72,1.87955400464125,0.372359162545763,0.000290878685823202
"48",48,82,162,1.87373130396008,0.152062759618275,0.000289254976186531
"729",729,218,128,1.07686276244931,0.195760951726697,0.000288490352539876
"576",576,165,114,1.89884301554412,0.44967389642261,0.000288395526630728
"49",49,254,290,1.89631328661926,0.419979000231251,0.000287076423503662
"192",192,195,158,1.593423507642,0.237002970417961,0.000286962275336206
"302",302,169,270,1.93020404898562,0.11151305725798,0.000284878984163157
"602",602,126,128,1.92246281937696,0.385843793046661,0.000276538445566553
"31",31,277,236,1.58983164746314,0.0227064902428538,0.000273727969895338
"905",905,255,250,1.58419921412133,0.312553300289437,0.000273325509283173
"203",203,173,114,1.77855593920685,0.267014356795698,0.000272060991299335
"481",481,225,290,1.99885378801264,0.243530236417428,0.000271502526153478
"643",643,279,152,1.24670811183751,0.112712836940773,0.000270725032173612
"492",492,90,132,1.88135229400359,0.327288021566346,0.000266282685188969
"244",244,50,50,1.67159439134412,0.363378732348792,0.000263949399859142
"225",225,65,82,1.75201351288706,0.261193834594451,0.000262836381464913
"288",288,233,78,1.42603667126969,0.355464868014678,0.000258058530165291
"838",838,289,178,1.35801863344386,0.376948451506905,0.000257181695252719
"540",540,167,20,1.75933736632578,0.340633020736277,0.000255106237659623
"694",694,96,2,1.22530494257808,0.0644741500727832,0.000254238212562607
"448",448,131,154,1.04399658227339,0.272210686467588,0.000252832514159352
"191",191,181,186,1.97738933633082,0.242333357804455,0.000250467323357375
"83",83,167,250,1.70143040479161,0.251743668457493,0.000248731915323342
"250",250,174,190,1.53532557492144,0.28095526911784,0.000248219561711189
"707",707,219,2,1.49192289495841,0.0119972127722576,0.000248167606348793
"433",433,135,82,1.73670890228823,0.122686159098521,0.000246030304699798
"199",199,280,46,1.0609649696853,0.329939996008761,0.000245496317854392
"416",416,287,108,1.11309916712344,0.188423672225326,0.000243929525517735
"653",653,40,22,1.4991406542249,0.079698653658852,0.000242469810604394
"477",477,204,298,1.2167733090464,0.185175264719874,0.000239554528053569
"545",545,67,34,1.12875544745475,0.353293390828185,0.000237803283888454
"77",77,39,64,1.59820043318905,0.423357356456108,0.000236389268235863
"856",856,203,64,1.15006993338466,0.408784992643632,0.000235919104275801
"291",291,255,256,1.47303314157762,0.00357685273047537,0.000231259391926977
"256",256,243,10,1.73125529661775,0.473775861551985,0.000230928955904282
"283",283,300,36,1.9623524507042,0.356829837313853,0.000226898803367411
"17",17,76,150,1.10712893912569,0.346695393556729,0.000226113577575913
"913",913,218,62,1.70732821454294,0.261781917884946,0.000224220945406131
"330",330,208,98,1.88348195073195,0.0564832729287446,0.000222630094408384
"361",361,164,154,1.42043817206286,0.0712254467653111,0.000218673324344823
"26",26,300,40,1.52781007997692,0.0827935973647982,0.000218105652867279
"872",872,293,16,1.61068756692111,0.378306126105599,0.000217830554646149
"766",766,207,56,1.13312747492455,0.127434133552015,0.000215459397349462
"845",845,200,164,1.4331028254237,0.0614414232550189,0.000214614901308858
"757",757,137,88,1.80967134004459,0.432975918869488,0.000214448145354827
"436",436,205,60,1.87224242486991,0.215549977030605,0.000213773033844427
"59",59,147,194,1.58526033395901,0.198630528175272,0.00021032848100229
"33",33,130,102,1.19604746811092,0.214642184088007,0.000210326583805803
"421",421,146,170,1.82218763534911,0.131804044824094,0.000210028212655961
"81",81,145,140,1.61901463731192,0.434617116930895,0.0002081009882422
"240",240,214,104,1.51522258017212,0.215143015258946,0.000207765446761586
"891",891,91,130,1.75445669516921,0.356023593223654,0.000206474771117532
"237",237,209,184,1.96125658997335,0.0447857740800828,0.000205700388583146
"928",928,120,172,1.79433635668829,0.468664506101049,0.000203765122917555
"454",454,59,104,1.29072196641937,0.353879543952644,0.000200443431252489
"354",354,53,78,1.41084261471406,0.466975055169314,0.000198046737704725
"515",515,183,94,1.80515303113498,0.337844678084366,0.000196045006331067
"1000",1000,243,234,1.84881830587983,0.167649073759094,0.000194541333107427
"609",609,35,66,1.38028605747968,0.313325938535854,0.000194334123563911
"391",391,244,96,1.04407090833411,0.0845274663297459,0.000194133906801091
"976",976,145,186,1.01960123609751,0.130845163483173,0.000193483183506575
"630",630,268,98,1.58897766587324,0.276429739082232,0.000190824229161448
"12",12,172,258,1.66481378418393,0.171220029471442,0.000189289368476106
"678",678,176,184,1.06651456421241,0.36899975920096,0.000188824528360908
"658",658,268,52,1.76279409183189,0.12070802168455,0.000187364796552244
"64",64,201,60,1.54742123768665,0.0248626234242693,0.000185925506049281
"804",804,147,74,1.61089997063391,0.409172077081166,0.000184157269388612
"309",309,230,270,1.16939700976945,0.201311961282045,0.000182876388645609
"116",116,238,74,1.63069666479714,0.192693988094106,0.000179976182247119
"652",652,195,72,1.25387248792686,0.174111805506982,0.000179353351949891
"439",439,204,222,1.56887970445678,0.141814721631818,0.000178779068003247
"792",792,94,56,1.62432596646249,0.1756473982241,0.000177255082460693
"820",820,286,134,1.15408351155929,0.253567407024093,0.000177069771502136
"910",910,136,112,1.75569566781633,0.0667014863574877,0.00017589401679693
"535",535,278,76,1.08123015309684,0.331232849392109,0.000173184002954643
"181",181,233,92,1.20584942912683,0.227493918151595,0.000173167298818428
"365",365,234,278,1.38533479021862,0.31602003169246,0.000170422738289628
"517",517,181,160,1.35313694784418,0.14128571934998,0.000169748691752619
"464",464,220,152,1.3554100850597,0.198809835244901,0.000169052075604938
"479",479,94,126,1.2008067490533,0.431438952451572,0.000168585330973698
"916",916,263,126,1.1032351818867,0.342974444967695,0.000168310730523406
"297",297,280,144,1.34886717563495,0.181630417355336,0.000167710815657554
"295",295,68,28,1.44672191957943,0.463662101537921,0.00016730698471137
"915",915,243,92,1.09788747807033,0.292327850242145,0.000167250216800545
"902",902,95,168,1.57970947260037,0.100721660070121,0.000165798466883554
"789",789,294,138,1.9649477112107,0.122514460235834,0.000164634550590389
"712",712,139,98,1.00029718363658,0.432941679027863,0.000163804537821227
"885",885,180,112,1.30783405015245,0.380415627849288,0.000158868802155911
"557",557,139,198,1.95159392035566,0.25271074695047,0.000158701117737657
"995",995,188,248,1.54107361962087,0.394336915924214,0.000156908499148122
"548",548,83,58,1.64335722848773,0.444712079362944,0.000152257452449709
"611",611,260,288,1.02210616623051,0.168630529544316,0.000149384815137629
"993",993,283,48,1.03054371499456,0.418494402780198,0.000149317063992646
"131",131,134,34,1.79095924994908,0.417607476818375,0.000147520807445558
"101",101,138,62,1.23476760508493,0.173957225284539,0.000147380726035896
"761",761,181,258,1.81871578935534,0.386541055282578,0.000144644405617894
"126",126,193,120,1.16268804762512,0.273542746668682,0.000143828781223955
"551",551,145,176,1.95264130760916,0.247315418440849,0.000141904604778654
"345",345,216,140,1.11672640172765,0.490110895014368,0.000140378866512711
"355",355,73,90,1.23946533142589,0.278589933062904,0.000138952215084608
"598",598,110,56,1.6052196228411,0.411420507240109,0.000138745102080354
"484",484,290,166,1.70972352055833,0.362567154807039,0.000137797334501702
"488",488,82,12,1.79723451239988,0.386852267663926,0.000136340360352169
"704",704,135,200,1.21423646993935,0.335271618212573,0.000132498297544527
"554",554,175,98,1.0637445950415,0.223540020757355,0.000132235043163254
"933",933,179,178,1.71462678536773,0.394057410303503,0.000130204330655487
"155",155,289,208,1.21783830597997,0.038314416189678,0.000126471339723852
"567",567,162,20,1.95445765601471,0.111921234056354,0.000123729512295076
"442",442,274,32,1.54406993021257,0.273978827754036,0.00012093484927809
"842",842,287,90,1.94082888239063,0.486241883947514,0.000120859172169236
"503",503,166,128,1.1726415657904,0.222558129928075,0.000120628999175135
"118",118,247,16,1.98638226580806,0.499046592856757,0.000120464225604326
"829",829,178,92,1.82342435675673,0.404408304137178,0.000119765434439348
"685",685,209,50,1.80095544294454,0.199913560296409,0.000119227456791524
"884",884,267,134,1.29481768747792,0.0557713615708053,0.00011700422165803
"184",184,259,134,1.6844241595827,0.344955735141411,0.000116841884046145
"558",558,219,202,1.64912454015575,0.422333033406176,0.000116537947590958
"198",198,230,26,1.16219254792668,0.336855963105336,0.000116137876197735
"195",195,229,224,1.20750235323794,0.0837251404300332,0.000114966398757119
"946",946,226,214,1.64231989183463,0.0739863953785971,0.000112816448416331
"552",552,275,230,1.51901713362895,0.184160396573134,0.000111822303870286
"954",954,263,152,1.72705953940749,0.195548234274611,0.000111342397218747
"367",367,207,50,1.21040260675363,0.047619171324186,0.000109212205345504
"589",589,64,40,1.82646119990386,0.340411935001612,0.00010692685170427
"953",953,283,258,1.42062611621805,0.229864380089566,0.000105721369891816
"190",190,95,90,1.12920750351623,0.329465241753496,0.000104743290232297
"863",863,147,40,1.46944901719689,0.238680364214815,0.000102676258768757
"774",774,178,74,1.17959779081866,0.398168505751528,0.000100959803100982
"300",300,115,188,1.93762036552653,0.014102885266766,0.000100848751771127
"571",571,101,156,1.16899709426798,0.21242548187729,0.000100621642074916
"111",111,262,82,1.88285210193135,0.129331608419307,9.966859624858e-05
"616",616,163,240,1.6228550854139,0.275374526972882,9.9172434606481e-05
"723",723,197,120,1.75227056979202,0.117244800901972,9.80333011557764e-05
"994",994,154,156,1.00388192175888,0.49537844711449,9.76155988675075e-05
"870",870,209,10,1.58179678954184,0.278749453253113,9.61363847226306e-05
"326",326,97,30,1.12606904073618,0.484104354283772,9.54532488566769e-05
"881",881,284,6,1.99287094315514,0.296777706826106,9.4937539694198e-05
"526",526,176,160,1.21982605266385,0.215815579867922,9.45947548589157e-05
"758",758,148,22,1.20741628250107,0.00673464813735336,9.37253001518111e-05
"276",276,187,228,1.31358263385482,0.271124779712409,9.02165340073296e-05
"989",989,150,6,1.77484007179737,0.378768808906898,9.00034767147687e-05
"625",625,267,282,1.91176344780251,0.494127934332937,8.93602101179175e-05
"893",893,76,40,1.07574007264338,0.0896692818496376,8.89563370725429e-05
"938",938,162,196,1.62056656880304,0.432808334473521,8.71305920428371e-05
"983",983,97,176,1.1504677364137,0.481456270557828,8.65648082579534e-05
"698",698,70,14,1.84370215726085,0.451634906465188,8.57830518032426e-05
"636",636,259,60,1.59939553774893,0.360962448059581,8.1036279475302e-05
"937",937,187,4,1.44831820507534,0.122245294507593,8.02125491863272e-05
"710",710,147,20,1.34810554375872,0.479548148694448,7.97995548242242e-05
"533",533,88,158,1.42417590157129,0.446975087164901,7.69540023262038e-05
"786",786,115,24,1.35078364075162,0.326013084617443,7.67198532494375e-05
"572",572,141,102,1.4617922976613,0.351112411241047,7.41442464135267e-05
"402",402,233,172,1.78105499735102,0.210381705663167,7.35311216965531e-05
"633",633,159,56,1.9965501204133,0.459286037134007,7.3499402232636e-05
"392",392,230,8,1.03607275662944,0.478335664025508,7.32085668151359e-05
"681",681,149,104,1.23293121322058,0.235760714509524,7.3199716128694e-05
"334",334,284,76,1.32557823811658,0.147406635689549,7.29834329798339e-05
"499",499,126,122,1.2523710874375,0.48619248077739,7.24505717074222e-05
"430",430,187,8,1.02713801758364,0.221185721224174,7.10983394676917e-05
"417",417,277,24,1.33032561116852,0.0418844542000443,7.08561319433472e-05
"999",999,183,212,1.01465421263129,0.463295699562877,7.0314974120103e-05
"318",318,93,28,1.9164967269171,0.314574635936879,7.02724395081192e-05
"393",393,206,22,1.77500927215442,0.496392247267067,6.93981473824997e-05
"984",984,201,14,1.29336349340156,0.139395367703401,6.80819147870683e-05
"661",661,104,32,1.51732587791048,0.291676803259179,6.78704097126157e-05
"458",458,97,120,1.31055808346719,0.474988111061975,6.71963215278922e-05
"418",418,147,146,1.06933124619536,0.476294189691544,6.71902019564854e-05
"527",527,140,6,1.59712881757878,0.379308067145757,6.60893441070646e-05
"991",991,208,88,1.65419932757504,0.222244999720715,6.38361420393153e-05
"853",853,150,132,1.08206898649223,0.0571870654821396,6.20053462177379e-05
"965",965,180,246,1.56991304131225,0.342553025577217,6.19226078089812e-05
"7",7,271,136,1.56688558426686,0.446466605411842,6.18476234766751e-05
"254",254,228,148,1.81380421342328,0.00433586281724274,6.02500110533839e-05
"726",726,87,48,1.84030415746383,0.0565720904851332,5.90230801648989e-05
"468",468,247,154,1.63740847399458,0.118457179632969,5.85094953678256e-05
"667",667,165,68,1.12837034557015,0.194492378272116,5.84659660336627e-05
"457",457,275,248,1.54487787140533,0.437171734985895,5.73817948799571e-05
"188",188,206,256,1.31565387593582,0.284016228397377,5.48107401322412e-05
"338",338,193,192,1.43261201330461,0.153433047817089,5.45045007032442e-05
"120",120,138,82,1.57190597313456,0.179499159916304,5.24696204273061e-05
"178",178,91,56,1.81672887131572,0.178200490656309,5.11283944299896e-05
"700",700,270,56,1.56066197203472,0.0465143444016576,5.09998720636544e-05
"659",659,88,62,1.28465269110166,0.0738396355882287,5.09239829652968e-05
"862",862,176,268,1.33438924793154,0.457385621150024,5.02270670429491e-05
"197",197,251,26,1.92599497223273,0.318845656933263,4.98244471445712e-05
"210",210,75,104,1.60564999328926,0.00299975113011897,4.89695940017608e-05
"344",344,223,34,1.73743818933144,0.159254375495948,4.8802996842929e-05
"400",400,276,232,1.09513182379305,0.17850770894438,4.76438592079213e-05
"725",725,214,156,1.7892067625653,0.487917152233422,4.68475037279427e-05
"782",782,245,108,1.5312763992697,0.403480658773333,4.63395323687781e-05
"13",13,33,64,1.67800245527178,0.0274172653444111,4.62060042893345e-05
"215",215,176,82,1.1678192326799,0.351919942651875,4.60364415745184e-05
"834",834,183,192,1.05327716656029,0.0913669816218317,4.47502767799215e-05
"260",260,168,136,1.45495622977614,0.285688168019988,4.43533304515359e-05
"580",580,254,12,1.33985038707033,0.277219906100072,4.40512435405487e-05
"65",65,163,160,1.25489174388349,0.00687767146155238,4.39518129593917e-05
"719",719,41,34,1.14944327552803,0.311487590661272,4.30793357161358e-05
"978",978,185,218,1.29534894437529,0.446013542590663,4.23665727398591e-05
"941",941,92,134,1.69197959429584,0.411360428202897,4.2054212621206e-05
"721",721,135,200,1.06164635741152,0.201719362055883,4.17367748604286e-05
"823",823,204,18,1.97531086741947,0.228271080879495,4.15898247911687e-05
"896",896,105,42,1.87939233798534,0.029416952165775,4.13497778537188e-05
"21",21,186,80,1.53936906158924,0.0447052703239024,3.8537031854576e-05
"456",456,267,102,1.65103706461377,0.446754491073079,3.8022956634318e-05
"385",385,99,6,1.10250321822241,0.189618316479027,3.77484662239197e-05
"936",936,260,14,1.64348364900798,0.498759247013368,3.6881482587412e-05
"132",132,216,28,1.23029588232748,0.254924739361741,3.62391884252106e-05
"808",808,274,112,1.18427014769986,0.403374019195326,3.51507299494495e-05
"379",379,122,40,1.82630211627111,0.0937819363316521,3.49895315753884e-05
"375",375,268,12,1.73103539855219,0.331802352913655,3.41743898686912e-05
"686",686,112,196,1.75083297397941,0.0351653581019491,3.3464671936616e-05
"538",538,189,186,1.2962001315318,0.482917715329677,3.34474674690691e-05
"293",293,202,10,1.36428666207939,0.354154147091322,3.2912160589044e-05
"982",982,165,202,1.77470248285681,0.253550336463377,3.25814335828979e-05
"161",161,287,26,1.22710617748089,0.00159706652630121,3.2307902068501e-05
"234",234,256,48,1.12556250835769,0.304340200382285,3.09320157502078e-05
"175",175,249,28,1.96906206058338,0.138206625240855,3.07358887189671e-05
"446",446,114,80,1.43082284228876,0.37550125468988,3.03955029312819e-05
"186",186,159,52,1.99369140900671,0.138767594704404,3.00704268100805e-05
"900",900,214,42,1.48697855812497,0.169342454872094,2.96168006624502e-05
"962",962,61,54,1.81332148285583,0.41674680809956,2.90985089522148e-05
"279",279,161,212,1.51097249984741,0.285148018039763,2.81430513460797e-05
"644",644,85,98,1.40665471320972,0.109381969086826,2.77843484515431e-05
"612",612,70,20,1.75704694818705,0.233989075990394,2.73588872908071e-05
"349",349,160,172,1.48709186934866,0.0402784664183855,2.7304320223506e-05
"105",105,72,22,1.11669157282449,0.168582982267253,2.66772322120409e-05
"615",615,96,148,1.79552563885227,0.308574122143909,2.63125549228907e-05
"182",182,275,264,1.02036411967129,0.124782757251523,2.5534677006474e-05
"836",836,49,28,1.53175198822282,0.408752194372937,2.55270167218274e-05
"22",22,111,166,1.51757386373356,0.357902258750983,2.50794261724351e-05
"71",71,193,134,1.94345969404094,0.132258402649313,2.448409752377e-05
"450",450,45,40,1.78723208396696,0.224274570471607,2.43618988047976e-05
"607",607,140,66,1.14681583014317,0.354009673465043,2.42211371293026e-05
"264",264,216,66,1.52617287333123,0.0970514158252627,2.38410651407826e-05
"335",335,67,12,1.92170753586106,0.310903987148777,2.3583744197431e-05
"341",341,138,148,1.98718807264231,0.0821368643082678,2.33719985574746e-05
"359",359,202,92,1.02058608247899,0.237793134758249,2.26825421937845e-05
"395",395,123,80,1.00919483276084,0.0948925208067521,2.19228963235356e-05
"107",107,199,48,1.06050019757822,0.187387138605118,2.1203117889112e-05
"584",584,212,18,1.21298990841024,0.0958214001730084,2.11678157847982e-05
"935",935,91,60,1.93345107953064,0.175823172088712,2.0003760631738e-05
"292",292,142,272,1.44251250429079,0.329680859460495,1.98560650197156e-05
"498",498,208,60,1.07531770830974,0.172602069098502,1.95897640990104e-05
"469",469,268,26,1.2157484209165,0.486551141482778,1.93245874061395e-05
"363",363,220,208,1.69717558892444,0.245527026243508,1.92911885623298e-05
"581",581,279,34,1.77919217175804,0.200842265621759,1.91477896829142e-05
"42",42,278,140,1.96140738902614,0.114083169377409,1.88552256917822e-05
"922",922,200,68,1.66777823748998,0.0463418905856088,1.87988511512239e-05
"883",883,293,98,1.68908548774198,0.136597487493418,1.78786549864556e-05
"518",518,291,58,1.18560888012871,0.0408433302072808,1.76801795784829e-05
"27",27,244,24,1.10935806902125,0.300723422667943,1.75530499812404e-05
"663",663,247,16,1.97496519098058,0.19957596831955,1.75370875470193e-05
"92",92,180,186,1.49046210735105,0.393803577870131,1.68564534481035e-05
"449",449,174,12,1.74883157201111,0.372124147717841,1.6189387099076e-05
"857",857,79,154,1.58643248304725,0.23916525405366,1.55719267463325e-05
"818",818,299,120,1.69332168321125,0.34879200393334,1.5198565061325e-05
"717",717,136,36,1.17151117837057,0.114559227018617,1.51125685406957e-05
"709",709,299,10,1.4362385161221,0.122964169830084,1.4702233258391e-05
"5",5,222,84,1.34106439049356,0.105740181053989,1.44663745052177e-05
"447",447,116,148,1.52490309812129,0.0346913632238284,1.31047202006596e-05
"224",224,247,38,1.59217729186639,0.358174648950808,1.30505292851886e-05
"670",670,244,32,1.27006153669208,0.342424652306363,1.29973205782283e-05
"918",918,112,26,1.60145104280673,0.251253145746887,1.28859191147294e-05
"846",846,127,46,1.20992341521196,0.476392819778994,1.27676558652634e-05
"459",459,217,90,1.80063159484416,0.475964660174213,1.23679678997649e-05
"951",951,134,44,1.64020550926216,0.136493197991513,1.1500351853736e-05
"127",127,284,110,1.67498691170476,0.326761942706071,1.10906615290056e-05
"849",849,121,130,1.31996422982775,0.29837106494233,1.09562004650922e-05
"251",251,208,68,1.60891163651831,0.388413111097179,1.05797918684881e-05
"769",769,120,160,1.91757387435064,0.418265508720651,1.03578784879816e-05
"708",708,192,90,1.69947016914375,0.339762863703072,1.02688969177556e-05
"680",680,125,74,1.4676317772828,0.293877389864065,9.83867168756185e-06
"480",480,294,82,1.2946570222266,0.305912779294886,9.56383476866099e-06
"841",841,129,76,1.38695399463177,0.241830928600393,9.31397993518694e-06
"882",882,193,6,1.96443586354144,0.208907284541056,9.17432740002664e-06
"908",908,102,78,1.22737594251521,0.446351061458699,7.95363235762352e-06
"969",969,68,110,1.00307640247047,0.147834831266664,7.94998032556463e-06
"452",452,42,62,1.44516175170429,0.404095280217007,7.13782813968701e-06
"986",986,46,24,1.87141715013422,0.4146939876955,7.05566238853283e-06
"871",871,82,110,1.45662026503123,0.164131808676757,5.75159655053692e-06
"720",720,157,110,1.01073167985305,0.293771998840384,4.58318399020062e-06
"547",547,105,34,1.07773171225563,0.063746414729394,4.06920336562925e-06
"511",511,61,58,1.79168250528164,0.0223413200583309,3.98507812368305e-06
"990",990,108,46,1.68233677605167,0.0131295743631199,3.6882126047879e-06
"875",875,175,76,1.4894019078929,0.0312671004794538,3.67298549478192e-06
"358",358,235,20,1.01868406799622,0.481210950179957,3.53447331269151e-06
"180",180,101,174,1.30405764793977,0.0960558617953211,3.40356348637657e-06
"920",920,82,36,1.14387865085155,0.365664223674685,3.18206507027359e-06
"773",773,48,30,1.8497356637381,0.383602420100942,3.16162830559042e-06
"963",963,36,40,1.90245706774294,0.255549844005145,2.95722665150744e-06
"974",974,86,14,1.86352753220126,0.158630836289376,2.63982335406912e-06
"839",839,79,106,1.44019858981483,0.164664416573942,2.48509961203381e-06
"466",466,47,10,1.0855240188539,0.00550229579675943,2.44696691926566e-06
"130",130,43,2,1.84456794662401,0.30572846555151,2.31457582790158e-06
"444",444,128,64,1.0681961174123,0.0420744061702862,2.27775423560549e-06
"360",360,57,14,1.38986009149812,0.34218081610743,2.17066069761092e-06
"513",513,101,96,1.19747958728112,0.402112733572721,2.16652948712433e-06
"807",807,142,10,1.25050896103494,0.0334771404741332,2.10239061580867e-06
"959",959,146,140,1.94246626389213,0.0901307187741622,1.93507412090908e-06
"462",462,163,8,1.7919211848639,0.111903296317905,1.84017239066925e-06
"102",102,31,44,1.46618357906118,0.241928901523352,1.83889074898449e-06
"275",275,64,110,1.09612237266265,0.418601781944744,1.75338933331551e-06
"41",41,59,44,1.96004131902009,0.1413440866163,1.54462980133111e-06
"14",14,103,2,1.39824878401123,0.126653814688325,1.52465532678582e-06
"741",741,55,18,1.18536462495103,0.0956681965617463,1.4847587212472e-06
"914",914,50,18,1.0234100248199,0.408048264216632,1.31991460398638e-06
"672",672,71,22,1.66268931166269,0.37362199742347,1.26875944216703e-06
"247",247,82,10,1.06148906773888,0.220825154916383,1.11834490980319e-06
"866",866,48,32,1.40867632860318,0.4393583672354,9.4947840657463e-07
"486",486,128,12,1.85889120376669,0.2260645639617,8.48456029993021e-07
"619",619,60,32,1.54401542921551,0.453156587667763,7.46017558212919e-07
"267",267,107,36,1.54778911499307,0.190368714858778,7.17790983082826e-07
"972",972,57,16,1.02772865304723,0.00810586859006435,6.0533768530128e-07
"284",284,123,30,1.10478876228444,0.0332532315514982,5.83891788994397e-07
"803",803,151,58,1.36503651831299,0.163450515014119,4.58109461835899e-07
"577",577,92,52,1.59079216816463,0.178810718934983,4.36707320558132e-07
"687",687,93,44,1.68891466106288,0.122541083954275,3.93686072687169e-07
"342",342,44,38,1.43135187448934,0.368413872085512,6.36122712919747e-09
"794",794,52,2,1.1482321168296,0.153027951717377,5.67023307883215e-09
